countyCode,countyName,cityCode,cityName,HotelCode,HotelName,HotelRating,Address,Attractions,Description,FaxNumber,HotelFacilities,Map,PhoneNumber,PinCode,HotelWebsiteUrl
AL,Albania,110951,Berat,1398728,Hotel Belgrad Mangalem,ThreeStar,Mangalem Street Kostaq Stefa Mangalem5001 Berat ,,"Hotel Belgrad Mangalem is located in Berat, just a 5-minute walk from the Old Town and the The Lead Mosque. The hotel features an on-site bar, while free WiFi is available throughout.

Each room here will provide you with a TV and air conditioning. Featuring a shower, private bathroom also comes with a hairdryer and free toiletries. You can enjoy city view from the room.

Hotel Belgrad Mangalem is housed in 2 historical buildings, placed 10 metres from each other. You will find a 24-hour front desk. Other facilities offered at the property include a shared lounge, a tour desk and luggage storage.

The Berat Castle, dating back to the 13th century, can be reached in just 500 metres. Guests can also visit the Tomorri National Park, 22 km away, while rafting on Osum River can be enjoyed 50 km from Hotel Belgrad.

The property offers free parking. Tirana Airport is 82 km away. Please inform Hotel Belgrad Mangalem in advance of your expected arrival time. You can use the Special Requests box when booking, or contact the property directly with the contact details provided in your confirmation.
In response to Coronavirus (COVID-19), additional safety and sanitation measures are in effect at this property.",,Non-smoking rooms Airport shuttle Laundry Family rooms Ironing service Free parking internet services Safety Deposit Box Currency exchange Soundproof rooms Tour desk Fax/photocopying Luggage storage wifi Free WiFi Air conditioning designated smoking area airport shuttle (additional charge) shared lounge/TV area parking on site Private parking wifi available in all areas linens  towels and laundry washed in accordance with local authority guidelines guest accommodation sealed after cleaning staff follow all safety protocols as directed by local authorities cashless payment available Parking Pets allowed Bar Garden Terrace,40.70539|19.9505,0035542268822,5001,https://www.booking.com/hotel/al/belgrad-mangalem.html
AL,Albania,110951,Berat,1398780,Grand White City Hotel,FourStar,Lagja Kombinat 5001 Berat ,,"Offering a restaurant and free bikes, Grand White City Hotel is located in historic Berat. Free Wi-Fi access is available. Each room here will provide you with a TV, air conditioning and satellite channels.

There is also a refrigerator.

Featuring a shower, the private bathroom also comes with a hairdryer and a bidet. You can enjoy mountain view and garden view from the room. Extras include pay-per-view channels and cable channels.

At Grand White City Hotel you will find a 24-hour front desk, a garden and barbecue facilities. Other facilities offered at the property include a shared lounge, luggage storage and a kids club.

Tirana Airport is 80 km away. The property offers free parking.",0000000,Parking Restaurant Room service meeting/banquet facilities Bar 24-hour front desk Garden Terrace Non-smoking rooms Airport shuttle Business centre Laundry dry cleaning Family rooms breakfast in the room Free parking internet services lift express check-in/check-out Valet parking Currency exchange Massage Soundproof rooms BBQ facilities Packed lunches Heating Fax/photocopying Luggage storage wifi Free WiFi Non-smoking throughout Air conditioning designated smoking area ATM/cash machine on site Private check-in/check-out shuttle service (additional charge) Special diet menus (on request) Trouser press airport shuttle (additional charge) Lockers shared lounge/TV area kids' club Daily housekeeping parking on site Private parking wifi available in all areas Baby safety gates Kid meals Kid-friendly buffet 24-hour security Security alarm Smoke alarms CCTV in common areas CCTV outside property Fire extinguishers,40.72077|19.94319,0035542268822,5001,https://www.booking.com/hotel/al/grand-white-city-hotel.html
AL,Albania,110951,Berat,1399063,Kaceli Hotel,FourStar,Antipatrea Street Near Combine Perballe ish kombinatit Tekstil5002 Berat ,,"Hotel Kaceli features a garden, shared lounge, a restaurant and bar in Berat. With free WiFi, this 4-star hotel offers room service and a 24-hour front desk. Free private parking is available and the hotel also offers a shuttle service for guests who want to explore the surrounding area.

The rooms at the hotel come with a seating area. All rooms come with air conditioning, a desk and a flat-screen TV, and certain units at Hotel Kaceli have a balcony. The units will provide guests with a fridge.

Guests at the accommodation can enjoy a continental breakfast.

The nearest airport is Tirana International Mother Teresa Airport, 115 km from Hotel Kaceli.",+355694355119,Parking Restaurant Room service Bar 24-hour front desk Garden Non-smoking rooms Laundry dry cleaning Family rooms Ironing service Free parking internet services express check-in/check-out Packed lunches Car hire Tour desk Fax/photocopying wifi Free WiFi Air conditioning designated smoking area Snack Bar nightclub/dj Private check-in/check-out shuttle service (free) Special diet menus (on request) shared lounge/TV area Evening entertainment Daily housekeeping parking on site Private parking wifi available in all areas Indoor play area Kid meals secured parking Parking garage Shuttle service,40.7246|19.94292,+355694355119,5002,https://www.booking.com/hotel/al/kaceli.html
AL,Albania,110951,Berat,1399174,Hotel Pasarela,All,Sheshi Muzak Topia Berat ,,,,,40.70454|19.95546,,1111,https://www.booking.com/hotel/al/pasarela.html
AL,Albania,110951,Berat,1422357,Osumi Hotel,ThreeStar,Lagja Mangalem MangaleBerat ,,,00355 322 33133,,40.70545|19.95042,00355 322 33133,5001,https://www.booking.com/hotel/al/osumi.html
AL,Albania,110951,Berat,1422478,Hotel Green House,All,Rruga Antipatrea 124. Shqiperi 5003 Berat ,,"Hotel Green House has a garden, shared lounge, a restaurant and bar in Berat. There is a childrens playground and guests can make use of free WiFi and free private parking.

The hotel will provide guests with air-conditioned rooms with a wardrobe, a safety deposit box, a flat-screen TV and a private bathroom with a bidet. At Hotel Green House rooms are fitted with bed linen and towels.

A continental, vegetarian or vegan breakfast is available each morning at the property.

The area is popular for fishing and cycling, and car hire is available at the accommodation.

Hotel Green House provides a dry cleaning service, as well as business facilities like fax and photocopying.

The nearest airport is Tirana International Mother Teresa Airport, 120 km from the hotel.",,Parking Restaurant Room service meeting/banquet facilities Bar Garden Non-smoking rooms Fishing Laundry dry cleaning Facilities for disabled guests Barber/beauty shop Family rooms breakfast in the room Ironing service Free parking internet services Valet parking Currency exchange children's playground Hiking Packed lunches Car hire Cycling Heating Fax/photocopying Luggage storage wifi Free WiFi Non-smoking throughout Air conditioning designated smoking area Snack Bar Special diet menus (on request) Lockers shared lounge/TV area minimarket on site Evening entertainment Daily housekeeping parking on site Private parking wifi available in all areas kids' outdoor play equipment Kid meals Accessible parking Wine/champagne Fruits coffee house on site Picnic area Outdoor fireplace Walking tours Bike tours Live sport events (broadcast) 24-hour security Key access Key card access Fire extinguishers use of cleaning chemicals that are effective against coronavirus linens  towels and laundry washed in accordance with local authority guidelines guest accommodation is disinfected between stays guest accommodation sealed after cleaning physical distancing in dining areas food can be delivered to guest accommodation staff follow all safety protocols as directed by local authorities shared stationery such as printed menus  magazines  pens  and paper removed hand sanitizer in guest accommodation and key areas first aid kit available contactless check-in/check-out physical distancing rules followed property is cleaned by professional cleaning companies all plates  cutlery  glasses and other tableware have been sanitized guests have the option to cancel any cleaning services for their accommodation during their stay breakfast takeaway containers delivered food is securely covered thermometers for guests provided by property,40.69834|19.97315,,5002,https://www.booking.com/hotel/al/green-house.html
AL,Albania,110951,Berat,1422557,Maya Hostel Berat,ThreeStar,Rruga Kristaq Tutulani50m Nga Ura E Gorices 50 m Nga Ura e Gorices5002 Berat ,,,,,40.70305|19.94619,+355 69 458 8269,5002,
AL,Albania,110951,Berat,1437939,Hotel Vila Aleksander,FourStar,Rruga Kol Myzeqari pas Bankes se ShqiperiseLagja MangalemBerat ,,,,,40.70644|19.95004,,5002,https://www.booking.com/hotel/al/vila-aleksander.html
AL,Albania,110951,Berat,1526735,Hotel Gega,ThreeStar,Rruga Antipatrea Lagjja 10 Korriku Lagjja 10 Korriku Berat5001 Berat ,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Cobo Winery - 0.8 km / 0.5 mi <br /> Ethnographic Museum - 1.1 km / 0.7 mi <br /> Onufri Museum - 1.7 km / 1.1 mi <br /> Berat Castle - 1.7 km / 1.1 mi <br /> Kalasa - 1.8 km / 1.1 mi <br /> Mangalem Quarter - 1.8 km / 1.1 mi <br /> Churches & Chapels - 1.8 km / 1.1 mi <br /> Chapel of St Michael - 1.8 km / 1.1 mi <br /> Tomorri Mountain National Park - 20.2 km / 12.6 mi <br /> Mount Shpirag - 23.4 km / 14.5 mi <br /> Sotira s Waterfall - 40.5 km / 25.1 mi <br /> Nativity of the Virgin Ardenica Orthodox Monastery - 49.9 km / 31 mi <br /> </p><p>The preferred airport for Hotel Gega is Nene Tereza Intl. Airport (TIA) - 119.2 km / 74.1 mi </p>,"<p>HeadLine : Near Cobo Winery</p><p>Location : A stay at Hotel Gega places you in the heart of Berat, within a 15-minute walk of Cobo Winery and Ethnographic Museum.  This hotel is 1.3 mi (2.1 km) from Berat Castle and 1.9 mi (3 km) from Onufri Museum.</p><p>Rooms : Make yourself at home in one of the 26 air-conditioned rooms featuring refrigerators and flat-screen televisions. Complimentary wired and wireless Internet access keeps you connected, and cable programming provides entertainment. Private bathrooms with showers feature complimentary toiletries and bidets. Conveniences include safes, and housekeeping is provided daily.</p><p>Dining : Satisfy your appetite for lunch or dinner at the hotel s restaurant, or stay in and take advantage of the room service. Wrap up your day with a drink at the bar/lounge. A complimentary buffet breakfast is served daily from 8 AM to 10:30 AM.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>This property accepts credit cards</li>  </ul></p><p>Special Instructions : Front desk staff will greet guests on arrival.</p>",355-69-5384435,Smoke-free property Wheelchair accessible parking Laundry facilities Free newspapers in lobby elevator Free self parking Free Buffet Breakfast Dry cleaning/laundry service Airport transportation (surcharge) Luggage storage Free breakfast Meeting rooms 24-hour front desk Free wired Internet Free WiFi Number of bars/lounges - 1 Daily Safe-deposit box at front desk,40.702297|19.958881,+355 69 538 4435,9701,
AL,Albania,110951,Berat,1527593,Hotel Kalaja,ThreeStar,Rrugica Mbrica Lagja Kala5001 Berat ,,"Located in Berat, Hotel Kalaja offers 3-star accommodation with a bar. With a terrace, the 3-star hotel has air-conditioned rooms with free WiFi, each with a private bathroom. There is free private parking and the property provides paid airport shuttle service.

At the hotel, each room comes with a wardrobe. At Hotel Kalaja every room comes with bed linen and towels.

A continental breakfast is available daily at the accommodation.

Guests at Hotel Kalaja will be able to enjoy activities in and around Berat, like cycling.

The nearest airport is Tirana International Mother Teresa Airport, 117 km from the hotel. Please inform Hotel Kalaja in advance of your expected arrival time. You can use the Special Requests box when booking, or contact the property directly with the contact details provided in your confirmation.
In response to Coronavirus (COVID-19), additional safety and sanitation measures are in effect at this property.",,Parking Bar Terrace Non-smoking rooms Airport shuttle Laundry Family rooms Ironing service Free parking internet services Safety Deposit Box Currency exchange Hiking Cycling Tour desk Heating Horse riding Luggage storage wifi Free WiFi Non-smoking throughout Air conditioning designated smoking area Special diet menus (on request) airport shuttle (additional charge) minimarket on site parking on site Private parking wifi available in all areas Street parking Outdoor furniture linens  towels and laundry washed in accordance with local authority guidelines guest accommodation sealed after cleaning staff follow all safety protocols as directed by local authorities,40.70992|19.94556,,5001,https://www.booking.com/hotel/al/kalaja-berat.html
